ID,TEXT,PET_WORDFORM,PET,TRANSLATION,LABEL,CATEGORY,YEAR,NOTES,PUN,LABEL2,LABEL3,NOTES2,SOURCE,LEMMA_COUNT,EUPH_STATUS
1420,"""У своїй заяві спецслужба назвала організатором ""<бавовни>"" на переправі Головне управління української розвідки та його керівника Кирила Буданова.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1421,"""У суботу «добрі безпілотники» ГУР України навідалися в Моздок, що в Північній Осетії, за майже тисячу кілометрів від лінії фронту. Подолавши РЕБ та ППО, вони принесли «<бавовну>» на місцевий стратегічний аеродром.""",бавовну,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1424,"""У т.о. Бердянську в мікрорайоні Колонія відчувається запах <бавовни>💥 Тривоги ніби не було. Місцеві повідомляють, що спочатку було гучно, потім почалася пожежа.""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1425,"""У Таганрозі Ростовської області <бавовна> на військовому аеродромі. Місцеві повідомляють, що спочатку пролунали гучні вибухи, а згодом у районі аеропорту піднявся стовп диму.""",бавовна,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1426,"""У тимчасово окупованому Донецьку <бавовна> відвідала ресторан, де відпочивали, явно не шахтарі після зміни.""",бавовна,бавовна,,1,war,2024.0,персоніфікація,,,,,,768,sometimes_euph
1427,"""У тимчасово окупованому Маріуполі 13 лютого лунали вибухи. Є ""приліт"" по розташуванню окупантів, причому детонацію, викликану ""<бавовною>"", досі чують у Мангуші, за 20 км від міста.""",бавовною,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1428,"""У тимчасово окупованому Севастополі не дарма сьогодні, 25 вересня, запустили систему оповіщення про повітряну тривогу. Адже у місцевих вже з'явилась нагода оцінити якість її роботи. Чергова ""<бавовна>"" на півострові почалась близько 20:27, тоді й оголосили тривогу. """,бавовна,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1429,"""У Франківську грім. Гроза. Не <бавовна>""",бавовна,бавовна,explosion,1,war,,,,,,,PAWUK 2022,768,sometimes_euph
1430,"""У Франківську грім. Гроза. Не <бавовна>""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1433,"""У ЦСО «А» СБУ поповнення авіапарку – ще два дрони-бомбардувальники запалюватимуть <бавовну> над головами окупантів Це означає, що військова техніка і жива сила будуть ще швидше збільшувати статистику ворожих втрат.""",бавовну,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1434,"""У чому ж мотив цього театру? Він простий - рашистам потрібно знайти хоч якісь пояснення періодичній, але результативній <бавовні> в Мелітополі та районі.""",бавовні,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1435,"""Увесь світ має можливість спостерігати ""<бавовну>"" на Кримському мості, втім, поки не коментують цього.""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1436,"""Уже очевидно, що громадянам Росії не сховатись від війни в тилу своєї держави. Усе частіше ""<бавовна>"" цвіте на територіях, які неподалік від кордону з Україною. """,бавовна,бавовна,,1,war,2023.0,?,0.5,,,,,768,sometimes_euph
1437,"""Україна зараз займає перше місце з експорту <бавовни> в РФ """,бавовни,бавовна,,1,war,2022.0,?,0.5,,,,,768,sometimes_euph
1438,"""Україна не повинна воювати сама, ЄС потрібно запрошувати на цю <дискотеку>""",дискотеку,дискотека,war,1,war,2024.0,,?,,,,,124,sometimes_euph
1439,"""Україна почала достатньо жорстко тиснути на Іран. Також включився Ізраїль, який запустив ""<бавовну>"" в Лівані. """,бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1440,"""Україна так скоро стане найбільшим експортером <бавовни>""",бавовни,бавовна,,1,war,2022.0,?,0.5,,,,,768,sometimes_euph
1441,"""Україна фактично підтвердила свою причетність до ""<бавовни>"". Головне управління воєнної розвідки повідомило, що вибух у Джанкої знищив російські крилаті ракети ""Калібр НК"", які перевозили залізницею.""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1442,"""Україна чекає слушного моменту, щоб повторити ""<бавовну>"", каже міністр. Міністр оборони України Олексій Резніков пояснив, що Росія і досі достеменно не знає, як затонув крейсер ""Москва"", а тому ЗСУ готують нові ""сюрпризи"" для російських військових кораблів.""",бавовну,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1443,"""Українська ""<бавовна>"" дуже влучна і ювелірна. Жодної жертви серед цивільного населення від ""бавовни"" не було. """,бавовна,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1444,"""Українська ""бавовна"" дуже влучна і ювелірна. Жодної жертви серед цивільного населення від ""<бавовни>"" не було. """,бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1445,"""Українська <бавовна> завітала з гучними вибухами до російських Коломни та Тамбова. Потужні вибухи прогриміли на місцевих оборонному заводі й конструкторському бюро.""",бавовна,бавовна,,1,war,2023.0,personification,,,,,,768,sometimes_euph
1446,"""Українці після новини про <бавовну> на окупованій території чи території рф.""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1447,"""Ураження зазнав ще один військовий об'єкт на окупованій території – ""<бавовна>"" трапилася на нафтобазі в Макіївці Донецької області, повідомляють українські ЗМІ.""",бавовна,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1448,"""Ураження Кримського мосту – результат нічної “<бавовни>” на півострові 17 липня.""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1450,"""Усі деталі ""<бавовни>"" ми зможемо розповісти після нашої перемоги. Але, враховуючи деякі випадки, що трапляються на тимчасово окупованих територіях, колаборанти повинні розуміти: для них краще опинитися в українській в'язниці, ніж на концерті Кобзона.""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1451,"""Усі знають, що там [у Феодосії] дуже потужне нафтове сховище, де можуть зберігатися дуже великі запаси якраз для Чорноморського флоту, про це говорилося і коли розквітла перша «<бавовна>», ще в районі Севастополя, в подібній установі.""",бавовна,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1452,"""Утім найбільш рясно <бавовна> розквітла на нафтопереробному заводі ""Лукойл"", що у Волгограді. Його також атакували дрони.""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1453,"""Уууу, кримська <дискотека>, бавовняні гарячі вечори з цигарками ""ATACMS"" 🔥""",дискотека,дискотека,shelling,1,war,2022.0,,?,,,,,124,sometimes_euph
1454,"""Факт-чекінг по прильоту. Мітрополітська - Кондитерська фабрика. Прекрасно. Давно просили - дійшли молитви до Святої <Бавовни>.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1456,"""Фестиваль <бавовни> по всій області продовжуються під чітким керівництво DJ HIMARS! Ламаємо логістику орків далі!""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1457,"""Філігранно <мінусує> ворожу техніку підрозділ ударних безпілотних комплексів"".",мінусує,мінусувати,to destroy,1,war,2023.0,,,,,,,141,sometimes_euph
1460,"""Хай <бавовна> там насівається, цвіте та хлопає!""",бавовна,бавовна,,1,war,2022.0,?,0.8,,,,,768,sometimes_euph
1461,"""Хай вітер роздуває палаючу <бавовну> та палає більше. Особисто тобі натхнення, чесних відносин та великого достатку!!!""",бавовну,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1462,"""Хай квітне <бавовна> всюди, де є окупант.""",бавовна,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1463,"""Хай квітне білгородська <бавовна> 🇺🇦❤""",бавовна,бавовна,,1,war,2022.0,?,0.7,,,,,768,sometimes_euph
1464,"""Хай Квітне Буйним Цвітом <Бавовна> ! Слава ВСУ ! Вірте Залужному ! """,бавовна,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1465,"""Хай квітне родюча ростовська <бавовна>! 🔥💙💛""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1466,"""Хай квітне українська <бавовна> на всій території боліт 🔥🔥🔥""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1467,"""Хай квітне українська <бавовна>, що щедро сіють наші безпілотники добра на московських болотах!""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1468,"""Хай не дуже радіють - будуть поля <бавовни> на орківських болотах""",бавовни,бавовна,,1,war,2023.0,?,0.5,,,,,768,sometimes_euph
1469,"""Хай триває	<дискотека>	до повного знищення російської мерзоти.""",дискотека,дискотека,shelling,1,war,2023.0,,,,,,,124,sometimes_euph
1470,"""Хай усі горять - палають, та <бавовною> вітають! Слава Україні!!!""",бавовною,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1471,"""Хаймарси зараз основні постачальники <бавовни> в Україні 😎""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1472,"""Хаймарси попрацювали напевно, одна система, 6 точкових попадань і два склада <бавовняться>, краса)""",бавовняться,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1473,"""Характерні ""<бавовни>"" з невеликим часовим інтервалом, як повідомляється, також чули жителі сіл Пеніки та Мала Іжора. Дехто стверджує, що після бавовни бачили заграву та іскри у небі.""",бавовни,бавовна,,1,war,2024.0,множина,,,,,,768,sometimes_euph
1476,"""Хвилин 40-50 тому в Алупці, в морі, від берега на відстані 2-3 кілометри - 6-7 спалахів і пізніше - ""<бавовни>"", - зазначив Чубаров.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1478,"""Хлопки? Знову <бавовна>. Треба ракету чи снаряд назвати Бавовна щоб посміятись з них... Яка ж все таки це примітивна система мовлення у них.""",бавовна,бавовна,explosion,1,war,,,,,,,PAWUK 2022,768,sometimes_euph
1479,"""Хлопки? Знову <бавовна>. Треба ракету чи снаряд назвати Бавовна щоб посміятись з них... Яка ж все таки це примітивна система мовлення у них.""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1480,"""Хлопок чути час від часу на росії, бо в них заборонено слово ""вибух"" Хлопок — <бавовна>) Гра слів, міжмовні приколи""",бавовна,бавовна,explosion,1,war,,,,,,,PAWUK 2022,768,sometimes_euph
1481,"""Хлопок чути час від часу на росії, бо в них заборонено слово ""вибух"" Хлопок — <бавовна>) Гра слів, міжмовні приколи""",бавовна,бавовна,,1,war,2022.0,?,0.9,,,,,768,sometimes_euph
1482,"""Хлопці молодці, не наражаючи себе на небезпеку <мінусують> ту нечисть!""",мінусують,мінусувати,to destroy,1,war,2023.0,,,,,,,141,sometimes_euph
1484,"""Хмизу ! Хмизу ! Хмизу ! Щоб <бавовна> скоріше і ясніше палала!""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1487,"""Хороші новини, але шкода, що тої <бавовни> так мало.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1489,"""хотіли щоб літала пташка в небі і робила <бавовну>, а пташка піднялась у космос!""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1491,"""Хочеться, щоб зацвіла <бавовна> на так званій росії. 😅😊""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1492,"""Хочу ще раз наголосити, що враховуючи те, яка концентрація житлової забудови, українська ""<бавовна>"" б'є дуже ювелірно та виключно по об'єктах окупантів.",бавовна,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1493,"""Хронологія ""гарячого сезону <бавовни>"" зібрана в матеріалі.""",бавовни,бавовна,,1,war,2024.0,?,0.5,,,,,768,sometimes_euph
1495,"""Це <бавовна>, вона гарна і м'яка... Для українців)))""",бавовна,бавовна,,1,war,2022.0,?,0.5,,,,,768,sometimes_euph
1497,"""Це буде чергова відповідь ворогу. Дальність польоту таких дронів – 800 км. Отже, <бавовна> від СБУ буде ще більш яскравою та несподіваною.""",бавовна,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1498,"""Це була українська <бавовна> чи cotton 100% зі Сполучених штатів.""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1499,"""Це важливо для безпеки наших воїнів! <Бавовна> полюбляє тишу!""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1500,"""Це вам за Оленівку, за Маріуполь , тримайте <бавовну>""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1505,"""Це ж вже було!! <Бавовна> вже трохи набридла- треба щоб ВОВНА була! Вона гучніше гупає🤔 Коли вже «вовна» ленд-лізом прийде.""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1506,"""Це ж треба- Росія створила український народний символ боротьби - <бавовну>) через 100 років, можливо, треба буде пояснювати зв'язок цей нелогічний)""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1508,"""Це звучить добре, щодо безпілотників говорять на рашці зазвичай. Звісно, що ніхто не постраждав, все ""збили"". <Бавовни> немає, але диму багато.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1510,"""Це не наша <бавовна> ми нею не розкидаємось куди попало. """,бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1512,"""Це нормально взагалі?! Уся <бавовна> йде на росію, а я вітчизняних трусів бавовняних купити не можу через дефіцит! """,бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1514,"""Це просто було доставлено високоякісну українську <бавовну> безпосередньо споживачу🙃""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1515,"""Це просто підкреслення того що пожеж/вибухів/<бавовни> в останній час дуже багато... Хто його знає який відсоток з них не випадковий.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1516,"""Це релокація комбінату <бавовни> сталася.""",бавовни,бавовна,,1,war,2024.0,?,0.5,,,,,768,sometimes_euph
1517,"""Це сезон оксамитової <бавовни>, вона вже квітне і розповсюджується. Остаточні наслідки підрахуємо згодом, хай оговтуються"", - заявила керівниця об'єднаного координаційного пресцентру Сил оборони півдня України Наталя Гуменюк в ефірі телемарафону.""",бавовни,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1519,"""Це тільки маленьке <бавовнятко> ,прилетить бавовна""",бавовнятко,бавовна,,1,war,2023.0,diminutive,,,,,,768,sometimes_euph
1520,"""Це тільки маленьке бавовнятко ,прилетить <бавовна>""",бавовна,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1521,"""Це треба ""закріпити"" для того, щоб мати можливість ""продати"" російському населенню колосальні втрати та пояснити, що ""ми, російське військово-політичне керівництво, не просто там кілька населених пунктів взяли й протягом місяців за добу вкладали більше, ніж по тисячі особового складу <""двохсотими"">, – додав Тарас Жовтенко.",двохсотими,двохсотий,dead,1,war,2024.0,,,,,,,180,sometimes_euph
1522,"""Це тубус від американського снаряду 155 мм, розмальований Вікторією Рогачовою з Херсонщини. На ньому зображено гарно вирощені, мальовничі квіти <бавовни> - які засівають наші мужні, хоробрі воїни ЗСУ.""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1525,"""Цей корабель може нести багато озброєння та техніки, зокрема: одну спарену 30-мм артустановку АК-630М-2, дві 30-мм артустановки АК-630, два вертольоти Ка-29. Часті та гучні візити української ""<бавовни>"" до тимчасово окупованому Криму змусили росіян відвести більшість кораблів Чорноморського флоту у ""безпечніші"" місця - аж під Новоросійськ і в Туапсе.""",бавовну,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1527,"""Цей полігон розташований за 12 кілометрів від заводу, де власне й виробляють це озброєння. Однак більш далекоглядні таки не виключають можливості візиту ""<бавовни>"".""",бавовни,бавовна,,1,war,2024.0,персоніфікація,,,,,,768,sometimes_euph
1529,"""Ці військові, ризикуючи життям, роблять <бавовну> там, де росіяни боялися навіть думати про присутність українців.""",бавовну,бавовна,,1,war,2023.0,1,0.8,,,,,768,sometimes_euph
1530,"""Цієї ночі “<бавовна>” розквітла на двох нафтобазах в селі Юрівка біля Анапи в Краснодарському краї РФ. За даними джерел, це була успішна операція ударних безпілотників СБУ.""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1531,"""Цієї ночі на Зміїному 10 вибухів <бавовни> 😁 Один з результатів - знищено ЗРК ""Панцир-С1"", повідомило ОК ""Південь"" 🔥🔥🔥""",бавовни,бавовна,,1,war,2022.0,тавтологія,,,,,,768,sometimes_euph
1532,"""Цікавий факт, на вокзалі Джанкоя ми помічаємо також масові перевезення (через тимчасово окупований Крим, - ред.) поранених та <""двохсотих""> з лівого берега окупованої Херсонської області"", - йдеться у повідомленні.",двохсотих,двохсотий,dead,1,war,2024.0,,,,,,,180,sometimes_euph
1533,"""Цікаво як вони відрізняють бахи від <бавовни>?""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1535,"""Цікаво, де тепер <бавовна> буде""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1536,"""Цікаво, чи мешканці БНР, у яких не було побачень із <бавовною>, не ображаються за це на ЗСУ? Якщо так, то їх побажання треба задовольняти! А ми скинемось на подарунки!""",бавовною,бавовна,,1,war,2024.0,персоніфікація,,,,,,768,sometimes_euph
1537,"""Цікаво, що гул літаків у Мелітополі чути другий день поспіль. А напередодні, коли в Криму ""цвіла <бавовна>"", судячи зі звуку, літаки кружляли саме навколо міста.""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1539,"""Цілком можливо, що це були розвідувальні безпілотники, які спостерігали за ситуацією. У будь-якому випадку поява таких об'єктів – ""передвісник <бавовни>"".""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1540,"""Ціна свободи наших дітей дуже висока. Донатимо, щоб донести світло <бавовни> в кожен російський дім.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1543,"""Цього ж дня пролунав вибух у будинку колаборанта Андрія Шевчика, якого окупанти призначили так званим ""мером"" Енергодара. Внаслідок ""<бавовни>"" постраждав сам колаборант""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1545,"""Цього тижня географія ""<бавовни>"" була досить широкою. Атаки зазнали Москва та її околиці.""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1546,"""Ця собака не боїться вибухів, не боїться ""<бавовни>"", не боїться повітряних тривог. Багіра жахливо боялася води, і тепер нам навіть проблема її покупати""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1548,"""Чарівна квітка, <Бавовна>, нехай квітне по всій расєє.""",бавовна,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1549,"""Час від часу офіційні особи повідомляють про ті чи інші досягнення української ""<бавовни>"", яку росіяни ще довго пам'ятатимуть. Так, сьогодні Головне  управління розвідки розповіло, що внаслідок ударів по Криму вдалося ліквідувати ворожий склад боєкомплектів, розташований поблизу населеного пункту Гришине.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1550,"""Час жнив ""<бавовни>"" в Раші, триває. Сьогодні почалося у них ""врем'я тушонки"". Тушать (гасять) пожежі, ніяк не потушать.Слава ЗСУ ! Слава Україні !""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1551,"""Чекаємо <бавовни> в цій місцевості від наших ЗСУ, хай щастить!""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1552,"""Чекаємо <бавовну> на кримському мосту""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1553,"""Чекаємо на нові <бавовни> - Хаймарси заряджаються⚡🔥💥""",бавовни,бавовна,,1,war,2022.0,множ,,,,,,768,sometimes_euph
1554,"""Чекаємо на нові врожаї <бавовни>""",бавовни,бавовна,,1,war,2023.0,?,0.5,,,,,768,sometimes_euph
1555,"""Чекаємо свіжих новин про <бавовну> , слава Україні.""",бавовну,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1556,"""Чекаємо, коли <бавовна> переквітне і почне давати стиглі плоди.......""",бавовна,бавовна,,1,war,2022.0,?,0.5,,,,,768,sometimes_euph
1558,"""Чекаю з нетерпінням, новий сезон збирання <бавовни> на болотах ✌️ Слава Україні 🇺🇦 Героям Слава""",бавовни,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1559,"""Чекаю, коли вже з'являться перші тату з <бавовною>.""

",бавовною,бавовна,explosion,1,war,,,,,,,PAWUK 2022,768,sometimes_euph
1560,"""Чекаю, коли вже з'являться перші тату з <бавовною>.""

",бавовною,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1561,"""Чергову ""<бавовну>"" успішно запалили військові контррозвідники з 13-го Головного управління СБУ.""",бавовну,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1563,"""Чи пов'язана кількість <бавовни> з отриманням даних з народного супутника?""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1564,"""Чим більше буде точних ударів по військовій техніці і складу противника, тим краще для України. Нашої ""<бавовни>"" вистачить на кожного з них"", - резюмував він.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1565,"""чим більше знімків, тим більше інформації, тим якіснішою буде <бавовна>.""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1567,"""чільник української розвідки Кирило Буданов обіцяв, що у візити <бавовни> у росію почастішають. Ці його слова яскраво підтверджуються нещодавніми атаками дронів на території росії.""",бавовни,бавовна,,1,war,2024.0,персоніфікація,,,,,,768,sometimes_euph
1571,"""Чому в Росії буяє “<бавовна>”: Подоляк назвав одну з головних причин""",бавовна,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1576,"""Чудова новина. Хай буде більше <бавовни>. Україна переможе! 🙏🙏. 🇺🇦🇺🇦❤️❤️""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1577,"""Чудові перемоги і на рингах і на полях вирощування <бавовни>.""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1578,"""Чудово. Хай далі цькують, далі вмирають, далі горять. 🎉🎉🎉Сезон <бавовни> відкритий. ❤""",бавовни,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1580,"""Шановні читачі, виявляється, ми наступаємо на Бєлгород… *очевидно є деякі труднощі, але ніщо не зупинить <бавовни>, час якої настав!""",бавовни,бавовна,,1,war,2022.0,алюзія,,,,,,768,sometimes_euph
1586,"""Шторм тіней робить свою справу. Нехай живе <бавовна> в Криму. Запамятайие окупанти Крим це Україна. Слава Україні! Героям Слава!""",бавовна,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1587,"""Штурмова група 79-ї ОДШБр підходить упритул до однієї з російських позицій. Перед тим по противнику вдало <відпрацювали> пілоти ударних дронів — після інтенсивного і тривалого нальоту окупанти забиваються в тісний бліндаж і не висовують носа з укриття"", - розповідають військові.",Відпрацювали,Відпрацювати,Strike,1,war,2025.0,,,,,,,94,sometimes_euph
1588,"""Шум + касети = <дискотека> 90х""",дискотека,дискотека,explosions,1,war,2023.0,,?,yes,,,,124,sometimes_euph
1592,"""Ще ніколи у Криму не було таких чудових врожаїв <бавовни> :) Побажаймо півострову нових та ще більших :)) А про контрнаступ ЗСУ краще взагалі нічого не говорити.""",бавовни,бавовна,,1,war,2023.0,?,0.8,,,,,768,sometimes_euph
1594,"""Що б і з яких причин не відбувалося з будь-якими об'єктами в зоні 200 кілометрів від кордону України під час війни – це все свідомо виправдано російськими офіційними особами та придворними балакунами. Якщо раптом щось трапляється, якась ""бавовна"", гул, іскри тощо – то, мабуть, російська сторона саме цього й хотіла.""",бавовни,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1595,"""Що ближче до кордону, то ситуація у росіян гірша. Новий день — нова ""<бавовна>"" у Росії.""",бавовна,бавовна,,1,war,2024.0,,,,,,,768,sometimes_euph
1596,"""Що знов <бавовна>? Добре горить,-аби не потухло ! Україна переможе!!!""",бавовна,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1597,"""Щоб в них була така <дискотека> як у нас 2 числа😬""",дискотека,дискотека,explosions,1,war,2024.0,,,,,,,124,sometimes_euph
1599,"""Щоб їм побільше сипалось <бавовни> на голову,щоб попробували і вони як це добре ховатись у бо мбосховищах.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1604,"""Щоночі <зоряні війни> в небі, калібри, Х-уі, мопеди, кинжали. Шоб вони повиздихали"".",зоряні війни,зоряні війни,star wars,1,war,,,,,,,PAWUK 2023,24,sometimes_euph
1605,"""Щоночі <зоряні війни> в небі, калібри, Х-уі, мопеди, кинжали. Шоб вони повиздихали"".",зоряні війни,зоряні війни,,1,war,2023.0,,,,,,,24,sometimes_euph
1607,"""Щось давно в них там <бавовни> не було""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1608,"""Щось якась морозостіійка <бавовна> пішла, все північніше садиться...""",бавовна,бавовна,,1,war,2022.0,?,0.8,,,,,768,sometimes_euph
1609,"""Я б дуже зраділа коли в путіна буде <дискотека>""",дискотека,дискотека,death,1,war,2023.0,,?,,,,,124,sometimes_euph
1610,"""Я вважаю несправедливим, шо у русні під час <бавовни> не виє сирена. """,бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1611,"""Я встала з ліжка і в очах така <дискотека> почалась""",дискотека,дискотека,dizziness,1,war,2022.0,,euphemism 2,,1/0,,,124,sometimes_euph
1612,"""Я думаю, військові будуть задоволені <дискотекою>.))""",дискотекою,дискотека,attack,1,war,2022.0,,,,,,,124,sometimes_euph
1613,"""Я й не відав, що ""гвоздики"" можуть так пригоже квітнути <бавовною>.. 😅 Слава Україні!""",бавовною,бавовна,,1,war,2024.0,?,0.8,,,,,768,sometimes_euph
1615,"""Я люблю запах <бавовни> опівночі. Пахне як... перемога.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1622,"""Я так зрозуміла, що саме він причетний до організації «<бавовни>» на Кримському мосту.""",бавовни,бавовна,,1,war,2023.0,,,,,,,768,sometimes_euph
1626,"""Я теж хочу таку <бавовну>.""",бавовну,бавовна,,1,war,2024.0,?,0.5,,,,,768,sometimes_euph
1627,"""Я тільки зараз помітив <бавовну> на задньому плані)""",бавовну,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1630,"""я шось не розумію, шо за <дискотеку> влаштовує русня, в мене тривога кожну годину""",дискотеку,дискотека,military action,1,war,2022.0,,,,,,PAWUK 2022,124,sometimes_euph
1633,"""Як гарненько бахкає. Прям   <дискотека> у московитів😂. Танцюйте...""",дискотека,дискотека,explosions,1,war,2023.0,,,yes?,,,,124,sometimes_euph
1634,"""Як для Черкас, то ночі - абсолютно спокійні. Це - не <""зоряні війни""> у Києві чи прильоти в Одесі/Дніпрі"".

",зоряні війни,зоряні війни,star wars,1,war,,,,,,,PAWUK 2023,24,sometimes_euph
1635,"""Як для Черкас, то ночі - абсолютно спокійні. Це - не <""зоряні війни""> у Києві чи прильоти в Одесі/Дніпрі"".

",зоряні війни,зоряні війни,,1,war,2023.0,,,,,,,24,sometimes_euph
1636,"""Як доповів голова Нікопольської РВА Євген Євтушенко: «На протилежному березі вкотре розквітла <бавовна>!». - Відсьогодні предметом інтересу ворога є інформація про орієнтовні місця роботи наших бійців.""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
1637,"""Як думаєте скільки <бавовни> буде 24 серпня?""",бавовни,бавовна,,1,war,2022.0,,,,,,,768,sometimes_euph
